,Price,Style,Sqr Ft,Longitude,Latitude,Lot Size,Beds,Bath,Year Built,Price Sqr Ft,Last Sold Year,Last Sold For,Last Tax Assestment,Address,City,State,Zipcode,Property Type,Address Full,Days On Trulia
3834,"$211,000",4 Beds / 2 Baths,"1,685 sqft",-89.492226,43.036587,"9,501 sqft",4.0,2.0,1976.0,$125/sqft,2019.0,"$153,000","$196,500"," 1437 Lucy Ln Madison, WI 53711 ",Madison,WI,53711,,"1437 Lucy Ln, Madison, WI 53711",35.0
3835,"$215,000",3 Beds / 2 Baths,"1,792 sqft",-101.921684,33.522823,3293 sqft,3.0,2.0,1994.0,$120/sqft,,,," 5117 79th Dr Lubbock, TX 79424 ",Lubbock,TX,79424,,"5117 79th Dr, Lubbock, TX 79424",
3836,"$149,900",3 Beds / 2 Baths,"1,391 sqft",-97.30936,32.664375,"7,558 sqft",3.0,2.0,1958.0,$108/sqft,,,," 5413 Mansel Ln Fort Worth, TX 76134 ",Fort Worth,TX,76134,,"5413 Mansel Ln, Fort Worth, TX 76134",39.0
3837,"$199,000",2 Beds / 2 Baths,"1,070 sqft",-115.28133,36.02391,1070 sqft,2.0,2.0,2007.0,$186/sqft,,,"$51,265"," 8985 S Durango Dr #1123 Las Vegas, NV 89113 ",Las Vegas,NV,89113,,"8985 S Durango Dr #1123, Las Vegas, NV 89113",14.0
3838,"$155,000",3 Beds / 1 Bath,"1,220 sqft",-76.261246,36.880516,,3.0,1.0,1940.0,$127/sqft,2015.0,"$119,500","$125,100"," 3316 Somme Ave Norfolk, VA 23509 ",Norfolk,VA,23509,,"3316 Somme Ave, Norfolk, VA 23509",
3839,"$267,900",4 Beds / 2 Baths,"1,960 sqft",-93.308014,45.15823,"10,350 sqft",4.0,2.0,1974.0,$137/sqft,2014.0,"$177,000","$218,100"," 10350 Flamingo St NW Coon Rapids, MN 55433 ",Coon Rapids,MN,55433,,"10350 Flamingo St NW, Coon Rapids, MN 55433",26.0
3840,"$69,876",2 Beds / 2 Baths,"1,144 sqft",-81.92118,41.35259,,2.0,2.0,1972.0,$61/sqft,2009.0,"$59,000","$21,180"," 26688 Lake Of The Falls Blvd Olmsted Falls, OH 44138 ",Olmsted Falls,OH,44138,,"26688 Lake Of The Falls Blvd, Olmsted Falls, OH 44138",5.0
3841,"$250,000",3 Beds / 2 Baths,"1,377 sqft",-81.355385,28.52099,"8,086 sqft",3.0,2.0,1972.0,$182/sqft,2007.0,"$195,000","$189,066"," 1811 Chamberlin St Orlando, FL 32806 ",Orlando,FL,32806,,"1811 Chamberlin St, Orlando, FL 32806",
3842,Contact For Estimate,6 Beds / 2 Baths,"2,254 sqft",-87.998795,43.125435,4791 sqft,6.0,2.0,1957.0,,,,," 5917-5919 N 70th St Milwaukee, WI 53218 ",Milwaukee,WI,53218,,"5917-5919 N 70th St, Milwaukee, WI 53218",
3843,"$230,000",4 Beds / 3 Baths,"2,856 sqft",-95.45761,30.029854,0.25 acres,4.0,3.0,1972.0,$81/sqft,,,," 1115 Belaya Ln Houston, TX 77090 ",Houston,TX,77090,,"1115 Belaya Ln, Houston, TX 77090",3.0
3844,"$575,000",3 Beds / 2 Baths,"1,200 sqft",-73.99057,40.588936,1.8 acres,3.0,2.0,1967.0,$479/sqft,,,"$6,355,800"," 2652 Cropsey Ave #6H Brooklyn, NY 11214 ",Brooklyn,NY,11214,,"2652 Cropsey Ave #6H, Brooklyn, NY 11214",37.0
3845,"$310,000",3 Beds / 3 Baths,"1,495 sqft",-104.81434,39.88511,,3.0,3.0,2019.0,$207/sqft,,,," 14700 E 104th Ave #901 Commerce City, CO 80022 ",Commerce City,CO,80022,,"14700 E 104th Ave #901, Commerce City, CO 80022",5.0
3846,"$254,900",Studio,"1,800 sqft",-75.08367,40.07044,"1,837 sqft",,,1925.0,$142/sqft,2016.0,"$188,000",$0," 7740 Rockwell Ave Philadelphia, PA 19111 ",Philadelphia,PA,19111,,"7740 Rockwell Ave, Philadelphia, PA 19111",8.0
3847,Contact For Estimate,3 Beds / 2 Baths,"1,125 sqft",-84.50372,33.70404,0.5 acres,3.0,2.0,1961.0,,2017.0,"$87,800","$21,160"," 3527 Glenview Cir SW Atlanta, GA 30331 ",Atlanta,GA,30331,,"3527 Glenview Cir SW, Atlanta, GA 30331",
3848,"$1,450,000",2 Beds / 2 Baths,"1,815 sqft",-118.339615,34.057278,"7,771 sqft",2.0,2.0,2001.0,$799/sqft,2015.0,"$1,100,000","$1,185,128"," 950 S Highland Ave Los Angeles, CA 90036 ",Los Angeles,CA,90036,,"950 S Highland Ave, Los Angeles, CA 90036",4.0
3849,"$389,000",2 Beds / 2 Baths,839 sqft,-118.3076,33.75487,0.94 acres,2.0,2.0,1986.0,$464/sqft,2000.0,"$139,000","$191,498"," 1360 W Capitol Dr #334 San Pedro, CA 90732 ",San Pedro,CA,90732,,"1360 W Capitol Dr #334, San Pedro, CA 90732",
3850,"$990,000",4 Beds / 4 Baths,"3,238 sqft",-97.78924,30.266241,"10,650 sqft",4.0,4.0,2005.0,$306/sqft,,,," 1036 Liberty Park Dr #37 Austin, TX 78746 ",Austin,TX,78746,,"1036 Liberty Park Dr #37, Austin, TX 78746",12.0
3851,"$939,900",3 Beds / 2.5 Baths,"2,710 sqft",-84.34808,33.774445,,3.0,2.5,,$347/sqft,,,," 1200 S Ponce De Leon Ave NE #A3 Atlanta, GA 30306 ",Atlanta,GA,30306,,"1200 S Ponce De Leon Ave NE #A3, Atlanta, GA 30306",15.0
3852,"$195,000",3 Beds / 2 Baths,"1,958 sqft",-96.75873,32.918617,"7,428 sqft",3.0,2.0,1958.0,$100/sqft,,,," 8335 Campanella Dr Dallas, TX 75243 ",Dallas,TX,75243,,"8335 Campanella Dr, Dallas, TX 75243",33.0
3853,Contact For Estimate,2 Beds / 2 Baths,"1,300 sqft",-104.82078,39.694843,"1,481 sqft",2.0,2.0,1980.0,,2018.0,"$270,000","$14,760"," 1181 S Sable Blvd Aurora, CO 80012 ",Aurora,CO,80012,,"1181 S Sable Blvd, Aurora, CO 80012",32.0
3854,"$169,900",3 Beds / 3 Baths,,-84.46317,33.571953,1089 sqft,3.0,3.0,2020.0,,,,," 2208 Creel Rd #87 Atlanta, GA 30349 ",Atlanta,GA,30349,,"2208 Creel Rd #87, Atlanta, GA 30349",13.0
3855,"$169,900",2 Beds / 3 Baths,"1,160 sqft",-84.22589,33.893578,801 sqft,2.0,3.0,1985.0,$146/sqft,2013.0,"$25,100","$48,440"," 3987 Wolcott Cir Doraville, GA 30340 ",Doraville,GA,30340,,"3987 Wolcott Cir, Doraville, GA 30340",37.0
3856,"$1,000",4 Beds / 1 Bath,792 sqft,-83.24754,42.404663,"4,792 sqft",4.0,1.0,1929.0,$1/sqft,2012.0,"$4,901",$0," 15723 Burt Rd Detroit, MI 48223 ",Detroit,MI,48223,,"15723 Burt Rd, Detroit, MI 48223",40.0
3857,"$115,000",4 Beds / 3 Baths,"2,654 sqft",-95.51628,29.950047,"7,767 sqft",4.0,3.0,1979.0,$43/sqft,,,," 11502 Canyon Trail Dr Houston, TX 77066 ",Houston,TX,77066,,"11502 Canyon Trail Dr, Houston, TX 77066",34.0
3858,"$140,000",3 Beds / 2 Baths,"1,020 sqft",-95.40602,29.621807,"7,148 sqft",3.0,2.0,1966.0,$137/sqft,,,," 1131 Brenford Dr Houston, TX 77047 ",Houston,TX,77047,,"1131 Brenford Dr, Houston, TX 77047",14.0
3859,"$424,900",1 Bed / 1 Bath,887 sqft,-97.76314,30.26546,392 sqft,1.0,1.0,2013.0,$479/sqft,,,," 1900 Barton Springs Rd #4009 Austin, TX 78704 ",Austin,TX,78704,,"1900 Barton Springs Rd #4009, Austin, TX 78704",8.0
3860,"$280,000",2 Beds / 3 Baths,"1,292 sqft",-80.31529,25.886988,,2.0,3.0,1969.0,$217/sqft,,,," 7105 W 16th Ave #7105 Hialeah, FL 33014 ",Hialeah,FL,33014,,"7105 W 16th Ave #7105, Hialeah, FL 33014",6.0
3861,"$434,500+",5 Beds / 3 Baths,"3,260 sqft",-86.669235,33.399612,,5.0,3.0,,$133/sqft,,,," Kingston Plan in Griffin Park At Eagle Point by Harris Doyle Homes Birmingham, AL 35242 ",Birmingham,AL,35242,,"Kingston Plan in Griffin Park At Eagle Point, Birmingham, AL 35242",34.0
3862,"$369,000",3 Beds / 3 Baths,"1,776 sqft",-104.69701,39.595673,,3.0,3.0,2010.0,$208/sqft,2014.0,"$243,000","$21,262"," 24996 E Calhoun Pl #B Aurora, CO 80016 ",Aurora,CO,80016,,"24996 E Calhoun Pl #B, Aurora, CO 80016",42.0
3863,"$395,000",5 Beds / 6 Baths,"3,917 sqft",-106.54177,31.865442,0.4 acres,5.0,6.0,1992.0,$101/sqft,,,," 6574 Eagle Ridge Dr El Paso, TX 79912 ",El Paso,TX,79912,,"6574 Eagle Ridge Dr, El Paso, TX 79912",7.0
3864,"$399,340",,640 sqft,-73.86336,40.672863,3920 sqft,,,1910.0,$624/sqft,,,," 705 Eldert Ln Brooklyn, NY 11208 ",Brooklyn,NY,11208,,"705 Eldert Ln, Brooklyn, NY 11208",8.0
3865,"$535,000",3 Beds / 1 Bath,"1,695 sqft",-118.29025,33.931606,"6,540 sqft",3.0,1.0,1938.0,$316/sqft,2000.0,"$140,000","$189,095"," 11320 Southwest Blvd Los Angeles, CA 90044 ",Los Angeles,CA,90044,,"11320 Southwest Blvd, Los Angeles, CA 90044",
3866,"$45,000",3 Beds / 1 Bath,,-76.66889,39.34562,2006 sqft,3.0,1.0,1900.0,,2018.0,"$2,000","$20,000"," 4714 Pimlico Rd Baltimore, MD 21215 ",Baltimore,MD,21215,,"4714 Pimlico Rd, Baltimore, MD 21215",2.0
3867,"$650,000",7 Beds / 7 Baths,"2,906 sqft",-75.16438,39.981647,"1,232 sqft",7.0,7.0,2016.0,$224/sqft,2017.0,"$450,000",$0," 1811 N Gratz St Philadelphia, PA 19121 ",Philadelphia,PA,19121,,"1811 N Gratz St, Philadelphia, PA 19121",2.0
3868,"$109,900",,,-89.41637,43.014843,0.25 acres,,,,,,,," 5317 Mary Ln Madison, WI 53711 ",Madison,WI,53711,,"5317 Mary Ln, Madison, WI 53711",40.0
3869,"$45,000",,,-81.568474,30.286251,0.27 acres,,,,,,,"$53,040"," 8604 Blarney Stone Ct Jacksonville, FL 32216 ",Jacksonville,FL,32216,,"8604 Blarney Stone Ct, Jacksonville, FL 32216",2.0
3870,"$175,896",3 Beds / 2 Baths,"1,760 sqft",-82.98153,42.39813,"4,356 sqft",3.0,2.0,1937.0,$100/sqft,,,"$4,320"," 6045 Norcross St Detroit, MI 48213 ",Detroit,MI,48213,,"6045 Norcross St, Detroit, MI 48213",41.0
3871,"$289,900",4 Beds / 3 Baths,"2,490 sqft",-97.64173,30.361935,"5,950 sqft",4.0,3.0,2008.0,$116/sqft,,,," 3113 Centrum Dr Austin, TX 78754 ",Austin,TX,78754,,"3113 Centrum Dr, Austin, TX 78754",26.0
3872,"$185,000",3 Beds / 1 Bath,"1,440 sqft",-111.98857,33.37973,"8,516 sqft",3.0,1.0,1973.0,$128/sqft,2019.0,"$120,000","$5,130"," 4305 E Pollack Ln Phoenix, AZ 85042 ",Phoenix,AZ,85042,,"4305 E Pollack Ln, Phoenix, AZ 85042",34.0
3873,"$224,900",3 Beds / 2 Baths,"1,645 sqft",-97.36709,32.930134,"5,950 sqft",3.0,2.0,2013.0,$137/sqft,,,," 11040 Erinmoor Trl Haslet, TX 76052 ",Haslet,TX,76052,,"11040 Erinmoor Trl, Haslet, TX 76052",5.0
3874,"$899,000",2 Beds / 2 Baths,"1,140 sqft",-73.95617,40.657692,0.35 acres,2.0,2.0,1940.0,$789/sqft,,,"$1,447,200"," 125 Hawthorne St #1D Brooklyn, NY 11225 ",Brooklyn,NY,11225,,"125 Hawthorne St #1D, Brooklyn, NY 11225",42.0
3875,"$340,000",4 Beds / 3 Baths,"1,823 sqft",-80.45602,25.712893,"2,267 sqft",4.0,3.0,2007.0,$187/sqft,2009.0,"$210,000","$250,001"," Address Not Disclosed Miami, FL 33193 ",Miami,FL,33193,,"Address Not Disclosed, Miami, FL 33193",9.0
3876,"$369,000",3 Beds / 2 Baths,"1,642 sqft",-82.45018,27.982302,"4,794 sqft",3.0,2.0,1920.0,$225/sqft,2019.0,"$69,875","$79,204"," 912 E Ida St Tampa, FL 33603 ",Tampa,FL,33603,,"912 E Ida St, Tampa, FL 33603",41.0
3877,"$174,500",3 Beds / 2 Baths,"1,859 sqft",-101.86056,33.503235,"6,500 sqft",3.0,2.0,2007.0,$94/sqft,,,," 2014 100th St Lubbock, TX 79423 ",Lubbock,TX,79423,,"2014 100th St, Lubbock, TX 79423",20.0
3878,"$300,000",3 Beds / 2 Baths,"1,334 sqft",-116.28833,43.543976,"7,884 sqft",3.0,2.0,2000.0,$225/sqft,,,," 8515 W Shooting Star Dr Boise, ID 83709 ",Boise,ID,83709,,"8515 W Shooting Star Dr, Boise, ID 83709",9.0
3879,"$329,900",3 Beds / 2 Baths,"1,240 sqft",-104.75839,39.664932,"5,009 sqft",3.0,2.0,1985.0,$266/sqft,2018.0,"$300,000","$17,777"," 2878 S Fundy St Aurora, CO 80013 ",Aurora,CO,80013,,"2878 S Fundy St, Aurora, CO 80013",
3880,"$1,125,000",2 Beds / 1 Bath,789 sqft,-73.9822,40.750965,,2.0,1.0,2003.0,"$1,426/sqft",2019.0,"$1,150,000","$71,709"," 425 5th Ave #31A New York, NY 10016 ",New York,NY,10016,,"425 5th Ave #31A, New York, NY 10016",3.0
3881,"$349,900",2 Beds / 3 Baths,"2,639 sqft",-95.95741,36.058807,,2.0,3.0,1972.0,$133/sqft,,,," 2406 E 72nd St #2406 Tulsa, OK 74136 ",Tulsa,OK,74136,,"2406 E 72nd St #2406, Tulsa, OK 74136",22.0
3882,"$1,589,000",2 Beds / 3 Baths,"2,160 sqft",-118.443085,33.990437,0.4 acres,2.0,3.0,2011.0,$736/sqft,2014.0,"$1,075,000","$1,181,331"," 4080 Glencoe Ave #314 Marina Del Rey, CA 90292 ",Marina Del Rey,CA,90292,,"4080 Glencoe Ave #314, Marina Del Rey, CA 90292",
3883,"$549,000",Studio / 2 Baths,"1,680 sqft",-118.283005,33.738308,1.39 acres,,2.0,2006.0,$327/sqft,2018.0,"$475,000","$474,000"," 285 W 6th St #104 San Pedro, CA 90731 ",San Pedro,CA,90731,,"285 W 6th St #104, San Pedro, CA 90731",13.0
3884,"$1,524,000",5 Beds / 6 Baths,"5,203 sqft",-96.800064,32.886562,0.36 acres,5.0,6.0,1988.0,$293/sqft,,,," 6139 Meadow Rd Dallas, TX 75230 ",Dallas,TX,75230,,"6139 Meadow Rd, Dallas, TX 75230",30.0
3885,"$460,000",4 Beds / 3 Baths,"2,825 sqft",-82.48011,28.045351,"10,250 sqft",4.0,3.0,1998.0,$163/sqft,2014.0,"$395,000","$308,578"," 2101 Boot Lake Cir Tampa, FL 33612 ",Tampa,FL,33612,,"2101 Boot Lake Cir, Tampa, FL 33612",20.0
3886,"$430,000",4 Beds / 3 Baths,"3,356 sqft",-112.21675,33.6894,"10,089 sqft",4.0,3.0,1995.0,$128/sqft,1999.0,"$255,000","$31,280"," 22727 N 73rd Dr Glendale, AZ 85310 ",Glendale,AZ,85310,,"22727 N 73rd Dr, Glendale, AZ 85310",
3887,"$27,000",3 Beds / 1 Bath,"1,488 sqft",-81.58719,41.446373,"5,000 sqft",3.0,1.0,1920.0,$18/sqft,2019.0,"$29,900","$13,970"," 4145 E 136th St Cleveland, OH 44105 ",Cleveland,OH,44105,,"4145 E 136th St, Cleveland, OH 44105",
3888,"$329,015",4 Beds / 2 Baths,"1,503 sqft",-120.955124,37.6771,"8,712 sqft",4.0,2.0,1989.0,,2004.0,"$239,500","$305,245"," 2409 Grouse Ct Modesto, CA 95355 ",Modesto,CA,95355,,"2409 Grouse Ct, Modesto, CA 95355",2.0
3889,"$109,900",6 Beds / 4 Baths,"2,336 sqft",-83.05348,39.946655,"1,133 sqft",6.0,4.0,1920.0,$47/sqft,2000.0,"$65,000","$17,090"," 443-445 Wrexham Ave Columbus, OH 43223 ",Columbus,OH,43223,,"443-445 Wrexham Ave, Columbus, OH 43223",12.0
3890,"$359,900",4 Beds / 3 Baths,"2,000 sqft",-87.81111,41.933292,4125 sqft,4.0,3.0,1926.0,$180/sqft,,,," 2919 N 74th Ave Elmwood Park, IL 60707 ",Elmwood Park,IL,60707,,"2919 N 74th Ave, Elmwood Park, IL 60707",180.0
3891,"$533,000",2 Beds / 1 Bath,708 sqft,-71.03683,42.37186,708 sqft,2.0,1.0,1900.0,$753/sqft,1995.0,"$22,000","$204,400"," 72-74 Chelsea St #9 East Boston, MA 02128 ",East Boston,MA,2128,,"72-74 Chelsea St #9, East Boston, MA 02128",28.0
3892,"$1,050,000",3 Beds / 4 Baths,"2,951 sqft",-75.14295,39.966045,"1,713 sqft",3.0,4.0,2013.0,$356/sqft,2013.0,"$785,000",$0," 929 N Orianna St Philadelphia, PA 19123 ",Philadelphia,PA,19123,,"929 N Orianna St, Philadelphia, PA 19123",27.0
3893,"$479,900",2 Beds / 2 Baths,"1,883 sqft",-80.02039,40.438526,"1,883 sqft",2.0,2.0,1983.0,$255/sqft,2017.0,"$420,000","$322,600"," 1 Trimont Ln #620B Pittsburgh, PA 15211 ",Pittsburgh,PA,15211,,"1 Trimont Ln #620B, Pittsburgh, PA 15211",2.0
3894,"$249,900",3 Beds / 2 Baths,"1,584 sqft",-96.97061,32.80478,"7,481 sqft",3.0,2.0,1967.0,$158/sqft,,,," 1920 W 11th St Irving, TX 75060 ",Irving,TX,75060,,"1920 W 11th St, Irving, TX 75060",20.0
3895,"$425,000",3 Beds / 2 Baths,"1,808 sqft",-75.17742,39.937996,"1,040 sqft",3.0,2.0,1923.0,$235/sqft,2016.0,"$250,000",$0," 2026 Ellsworth St Philadelphia, PA 19146 ",Philadelphia,PA,19146,,"2026 Ellsworth St, Philadelphia, PA 19146",34.0
3896,"$750,000",3 Beds / 3 Baths,"1,425 sqft",-117.13396,32.783024,2.53 acres,3.0,3.0,2004.0,$526/sqft,,,"$675,000"," 2636 Villas Way San Diego, CA 92108 ",San Diego,CA,92108,,"2636 Villas Way, San Diego, CA 92108",12.0
3897,"$274,900",2 Beds / 2 Baths,"1,495 sqft",-84.423874,39.142365,"4,008 sqft",2.0,2.0,1926.0,$184/sqft,2016.0,"$234,000","$81,901"," 3623 Tarpis Ave Cincinnati, OH 45208 ",Cincinnati,OH,45208,,"3623 Tarpis Ave, Cincinnati, OH 45208",
3898,"$430,000",4 Beds / 2 Baths,"2,413 sqft",-97.961006,30.31526,"9,483 sqft",4.0,2.0,2013.0,$178/sqft,,,," 4108 Tordera Dr Austin, TX 78738 ",Austin,TX,78738,,"4108 Tordera Dr, Austin, TX 78738",
3899,"$155,000",2 Beds / 1 Bath,988 sqft,-97.31112,32.59809,0.31 acres,2.0,1.0,1952.0,$157/sqft,,,," 10813 Deer Creek Dr Burleson, TX 76028 ",Burleson,TX,76028,,"10813 Deer Creek Dr, Burleson, TX 76028",7.0
3900,"$307,298",4 Beds / 2.5 Baths,"2,438 sqft",-98.36473,29.55485,,4.0,2.5,,$126/sqft,,,," 6715 Comanche Post San Antonio, TX 78233 ",San Antonio,TX,78233,,"6715 Comanche Post, San Antonio, TX 78233",7.0
3901,"$349,900",2 Beds / 2 Baths,"1,856 sqft",-80.125145,25.937628,,2.0,2.0,1974.0,$189/sqft,,,"$260,377"," 231 174th St #819 North Miami Beach, FL 33160 ",North Miami Beach,FL,33160,,"231 174th St #819, North Miami Beach, FL 33160",30.0
3902,"$3,800,000",2 Beds / 3 Baths,"1,600 sqft",-73.9524,40.78051,,2.0,3.0,1987.0,"$2,375/sqft",,,," 200 E 89th St New York, NY 10128 ",New York,NY,10128,,"200 E 89th St, New York, NY 10128",12.0
3903,"$59,900",3 Beds / 1 Bath,"1,284 sqft",-97.30162,37.69497,"6,970 sqft",3.0,1.0,1920.0,$47/sqft,,,," 545 N Chautauqua Ave Wichita, KS 67214 ",Wichita,KS,67214,,"545 N Chautauqua Ave, Wichita, KS 67214",
3904,"$190,000",2 Beds / 1 Bath,700 sqft,-122.29333,47.397835,,2.0,1.0,1988.0,$271/sqft,,,," 22700 30th Ave S #A103 Des Moines, WA 98198 ",Des Moines,WA,98198,,"22700 30th Ave S #A103, Des Moines, WA 98198",
3905,"$999,999",5 Beds / 3 Baths,"2,665 sqft",-117.07717,32.994667,0.3 acres,5.0,3.0,1988.0,$375/sqft,2013.0,"$765,500","$841,016"," 11625 Via Tavito San Diego, CA 92128 ",San Diego,CA,92128,,"11625 Via Tavito, San Diego, CA 92128",2.0
3906,"$204,900",4 Beds / 2 Baths,"1,296 sqft",-115.14742,36.196564,"6,098 sqft",4.0,2.0,1964.0,$158/sqft,2019.0,"$127,000","$22,007"," Address Not Disclosed North Las Vegas, NV 89030 ",North Las Vegas,NV,89030,,"Address Not Disclosed, North Las Vegas, NV 89030",30.0
3907,"$354,225",3 Beds / 3 Baths,"1,929 sqft",-78.757965,35.92735,"6,142 sqft",3.0,3.0,,$184/sqft,,,"$85,575"," 12405 Angel Vale Pl Durham, NC 27701 ",Durham,NC,27701,,"12405 Angel Vale Pl, Durham, NC 27701",8.0
3908,"$349,999",3 Beds / 3 Baths,"2,154 sqft",-119.07328,35.272984,0.36 acres,3.0,3.0,2017.0,$162/sqft,2017.0,"$313,500","$325,645"," 9004 Selma St Bakersfield, CA 93313 ",Bakersfield,CA,93313,,"9004 Selma St, Bakersfield, CA 93313",2.0
3909,"$726,300",6 Beds / 4.5 Baths,"4,122 sqft",-104.72146,39.55735,,6.0,4.5,,$176/sqft,,,," 8742 S Wenatchee Ct Aurora, CO 80016 ",Aurora,CO,80016,,"8742 S Wenatchee Ct, Aurora, CO 80016",8.0
3910,"$329,990",4 Beds / 2 Baths,"2,003 sqft",-81.49442,30.351292,5501 sqft,4.0,2.0,2019.0,$165/sqft,,,," 12416 Sea Island Dr Jacksonville, FL 32225 ",Jacksonville,FL,32225,,"12416 Sea Island Dr, Jacksonville, FL 32225",101.0
3911,"$214,900",4 Beds / 2 Baths,"1,834 sqft",-104.71039,38.853283,"9,600 sqft",4.0,2.0,1971.0,$117/sqft,,,"$11,230"," 1480 Hiawatha Dr Colorado Springs, CO 80915 ",Colorado Springs,CO,80915,,"1480 Hiawatha Dr, Colorado Springs, CO 80915",9.0
3912,"$940,000",3 Beds / 3 Baths,,-87.66373,41.92729,,3.0,3.0,2020.0,,,,," 2506 N Southport Ave #1 Chicago, IL 60614 ",Chicago,IL,60614,,"2506 N Southport Ave #1, Chicago, IL 60614",9.0
3913,"$145,000",3 Beds / 1 Bath,960 sqft,-75.99445,36.79963,3764 sqft,3.0,1.0,1979.0,$151/sqft,2013.0,"$115,000","$108,700"," 1073 Piney Marsh Ct Virginia Beach, VA 23454 ",Virginia Beach,VA,23454,,"1073 Piney Marsh Ct, Virginia Beach, VA 23454",11.0
3914,"$344,900",2 Beds / 2 Baths,"1,415 sqft",-93.26046,44.989544,0.83 acres,2.0,2.0,1985.0,$244/sqft,2002.0,"$369,900","$335,000"," 203 Main St NE Minneapolis, MN 55413 ",Minneapolis,MN,55413,,"203 Main St NE, Minneapolis, MN 55413",7.0
3915,"$725,000",4 Beds / 3 Baths,"3,330 sqft",-111.6553,33.485306,0.26 acres,4.0,3.0,2001.0,$218/sqft,2017.0,"$570,000","$41,150"," 3840 N Calisto Cir Mesa, AZ 85207 ",Mesa,AZ,85207,,"3840 N Calisto Cir, Mesa, AZ 85207",27.0
3916,"$2,495,000",3 Beds / 3 Baths,"1,928 sqft",-73.99215,40.687675,,3.0,3.0,1910.0,"$1,294/sqft",,,," 25 Bergen St #2A Brooklyn, NY 11201 ",Brooklyn,NY,11201,,"25 Bergen St #2A, Brooklyn, NY 11201",12.0
3917,"$179,500",2 Beds / 1 Bath,"1,050 sqft",-76.610435,39.30741,1742 sqft,2.0,1.0,1920.0,$171/sqft,2019.0,"$52,000","$30,000"," 1527 Barclay St Baltimore, MD 21202 ",Baltimore,MD,21202,,"1527 Barclay St, Baltimore, MD 21202",
3918,"$185,000",4 Beds / 3 Baths,"1,664 sqft",-98.566605,29.525286,"3,659 sqft",4.0,3.0,2004.0,$111/sqft,,,," 8911 Aransas Bay San Antonio, TX 78229 ",San Antonio,TX,78229,,"8911 Aransas Bay, San Antonio, TX 78229",
3919,"$331,750+",4 Beds / 2 Baths,"1,725 sqft",-119.682,36.7372,,4.0,2.0,,$192/sqft,,,," Foxtail Plan in Fancher Creek : California Series by Lennar Fresno, CA 93727 ",Fresno,CA,93727,,"Foxtail Plan in Fancher Creek : California Series, Fresno, CA 93727",31.0
3920,"$299,900",5 Beds / 4 Baths,"3,241 sqft",-98.79271,29.43129,0.32 acres,5.0,4.0,2011.0,$93/sqft,,,," 15011 Redbird Pass San Antonio, TX 78253 ",San Antonio,TX,78253,,"15011 Redbird Pass, San Antonio, TX 78253",3.0
3921,"$725,000",2 Beds / 2 Baths,847 sqft,-73.80854,40.72065,,2.0,2.0,,$856/sqft,,,," 15815 Union Tpke #405N Fresh Meadows, NY 11366 ",Fresh Meadows,NY,11366,,"15815 Union Tpke #405N, Fresh Meadows, NY 11366",48.0
3922,"$474,900",3 Beds / 2 Baths,"2,151 sqft",-111.74458,33.600864,"9,997 sqft",3.0,2.0,1979.0,$221/sqft,2019.0,"$415,000","$29,830"," 15549 E Cholla Dr Fountain Hills, AZ 85268 ",Fountain Hills,AZ,85268,,"15549 E Cholla Dr, Fountain Hills, AZ 85268",41.0
3923,"$232,000",2 Beds / 2 Baths,836 sqft,-76.9799,38.863205,"1,658 sqft",2.0,2.0,1941.0,$278/sqft,,,"$187,880"," 1712 W St SE #19 Washington, DC 20020 ",Washington,DC,20020,,"1712 W St SE #19, Washington, DC 20020",
3924,"$200,000",,"1,080 sqft",-95.34618,29.728474,"5,001 sqft",,,1940.0,$185/sqft,,,," 3811 Rosalie St Houston, TX 77004 ",Houston,TX,77004,,"3811 Rosalie St, Houston, TX 77004",8.0
3925,"$284,900",4 Beds / 3 Baths,"2,259 sqft",-76.25136,36.922363,"6,000 sqft",4.0,3.0,1952.0,$126/sqft,2016.0,"$264,900","$289,100"," 8228 Kathy Ct Norfolk, VA 23518 ",Norfolk,VA,23518,,"8228 Kathy Ct, Norfolk, VA 23518",12.0
3926,"$305,000",4 Beds / 3 Baths,"2,381 sqft",-115.10234,36.273926,"3,485 sqft",4.0,3.0,2004.0,$128/sqft,2008.0,"$187,000","$86,902"," 6232 Mercer Valley St North Las Vegas, NV 89081 ",North Las Vegas,NV,89081,,"6232 Mercer Valley St, North Las Vegas, NV 89081",
3927,"$725,000",5 Beds / 3 Baths,"2,137 sqft",-87.745094,41.984913,0.27 acres,5.0,3.0,1966.0,$339/sqft,2016.0,"$425,500","$49,896"," 5690 N Kerbs Ave Chicago, IL 60646 ",Chicago,IL,60646,,"5690 N Kerbs Ave, Chicago, IL 60646",
3928,"$129,000",2 Beds / 2 Baths,912 sqft,-87.75522,41.775803,"2,562 sqft",2.0,2.0,1945.0,$141/sqft,2006.0,"$183,000","$11,881"," 6417 S Lorel Ave Chicago, IL 60638 ",Chicago,IL,60638,,"6417 S Lorel Ave, Chicago, IL 60638",29.0
3929,"$10,000",,"1,892 sqft",-83.19513,42.39805,"3,920 sqft",,2.0,1928.0,$5/sqft,2019.0,"$2,000","$16,500"," 14889 Sussex St Detroit, MI 48227 ",Detroit,MI,48227,,"14889 Sussex St, Detroit, MI 48227",
